419551477591_2817332	this is literature?
138589929500399_1001521	Yes I can't wait!!!!!!!!!!
138589929500399_1001527	my kids are so excited ! 
138589929500399_1001684	cant wait!
138589929500399_1001715	I think the only reason I'am going to see the movie is to hear the little girl say "Its so fluffy i'm gonna die!".
138589929500399_1001882	Looking forward to seeing this movie,I hope it's all it's been built up to be!
138589929500399_1001984	WOW i did not now that WWWOOOWWW!!!!!
138589929500399_1002033	just bought my tix to see it on Friday!!!! Gonna see it with the whole Family
138589929500399_1002034	Great & appropriate film!  So very cute!
138589929500399_1002286	its gonna be awesome this movie...so haaalarious!!
138589929500399_1002405	yea I took my daughter to go see it but they give out to many prescreening passes than they can seat:(  Come on now you can't do that to kids!!!!
138589929500399_1002439	can't wait to see the film, but i hope that I can see it NOT in 3D
138589929500399_1002564	It's going to be one of the best movies ever!!!
138589929500399_1002987	Saw it today.  It was awesome.  Where can one get minions?  I need a few.  They're so cute.  The 3D was amazing.
138589929500399_1003110	gonna watch this movie
138589929500399_1004681	can't wait to see it..this weekend Becca and I!!
138589929500399_1005395	YAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAY!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I'm going to see it. Maybe
138589929500399_1005967	Can't wait!
138589929500399_1007801	its so FLUFFY!!!! dave put the rocket launcher DOWN...
138589929500399_1008046	Guess what? There is a way to not see these "children" who spam all the walls! Click on "Flag" then "Advertisement/Spam" on the drop down menu. Click "Undo" (which only Undoes your hiding not the report), then click on the person's name. Go to their profile and go down the left column to "Block/Report". If it looks like a fake profile, click both boxes. You'll get two drop down menus. On the first one, click "Fake Profile". On the second one, click "Does not represent a real person." If you don't want to report it as fake, you can click the first box only and "Unwanted contact" on first drop down menu. It cleans up the thread really fast! ;)
138589929500399_1008641	Can't wait!!
124941914215106_685709	This is a really funny movie - better than Toy Story 3! ;-)
124941914215106_685719	toy story 3 is way good!
124941914215106_685723	I saw the movie a month ago, amazing & hilarious. check my blog http://berry20.blogspot.com/2010/06/one-of-good-ones.html
124941914215106_685731	how did you get to see it so early angelica?
124941914215106_685735	my job was sent passes for a screening 
124941914215106_685748	cool
124941914215106_685755	I saw this movie at a free screening with my fiance and two kids and we all agree that  it was cute but FARRR from better than toy story 3!
124941914215106_685773	I'm going to see it tomorrow! CAN'T WAIT! 
124941914215106_685779	Can we get a "minion" app? Kinda like a relative app.
124941914215106_685780	omg i NEED to see this movie!!!!!!!!! <3
124941914215106_685792	How can I get my very own "minion"?
124941914215106_685794	'It's So Fluffy!!!'
124941914215106_685799	Going to see this Friday....i no it will be good !
124941914215106_685803	I actually fell asleep during the first 30 minutes of Toy Story 3.  I guess it wasn't my cup of tea.  Despicable Me took a little time to grow on me, but I prefer it over Toy Story 3.  To each their own, I suppose. 
124941914215106_685830	im gonna see it !!!! YAY CANT WAIT!!! LOVE U ONE EYED MINION!!!! 
124941914215106_685873	Team Agnes. Where are the shirts with her name on it? I want one!!!
124941914215106_686151	unicorns r awesome its soo fluffy 
124941914215106_686183	my best friends in the movie
124941914215106_686301	whos that ????
124941914215106_686389	yes cant wait to go see despicable me 
124941914215106_687372	Despicable me is coming out on my Birthday, has to be a good sign!
124941914215106_690956	I cant wait to see it it is going to be  hillarious
124941914215106_691393	i soooooo  want to see this movie
124941914215106_691649	im doing to see that any day now  if my parents will get a day off for me plez
124941914215106_692129	our grandson will love this!  i hope it will be blueray!
124941914215106_701677	Man, when the credits started rolling, I fell in love with the song "Fun, Fun, Fun".
849804892055_1997833	I have to see this!!!
849804892055_1997862	Can't wait too see it!!
849804892055_1997871	i wana see it mostly cuz i got nutthin else better tu du
849804892055_1997873	Hope mom follows through and takes us to the movies this weekend :)
849804892055_1997889	hopefully me, my husband & daughter can see it soon. it looks funny & cute.
849804892055_1997890	I get to see it the 10 th
849804892055_1997934	steve carell is very funny.i've seen every movie he's done.i hope to see this one.
849804892055_1997975	Me too looks super funny!
849804892055_1998007	Anyone know if it will be kid appropriate?
849804892055_1998010	I ask because Planet 51 was supposedly "kid appropriate"...
849804892055_1998022	I watched a screening of it in 3d with my 4yo daughter and she loved it. I would say it is kid appropriate. 
849804892055_1998024	It is a very very good and funny movie.
849804892055_1998026	Depends on the kid. 
849804892055_1998052	that looks like a funny movie i want to see it
849804892055_1998109	i love the movie
849804892055_1998110	I can't wait!!!! It's soooo FLUFFY!
849804892055_1998316	LOVE IT
849804892055_1998389	my turn
849804892055_1998512	I have seen this movie 3 times now at advance screenings.  It is now my favorite animated movie of all time.  It's funny for the whole family.  Kids love it, and it has alot of adult oriented material that you can go see it without kids and love it.
849804892055_1998638	lol what u said trish yeah kids lol so i wanna see that so baddddd!!!!!! well ttyl ppls
849804892055_1998727	I cant wait to see this movie!!!
849804892055_1999062	This is sooo awesome! Can't wait to see it! :)
849804892055_1999241	OK guys, this truly is freaky, the phone literally rang as soon as I read the last word of this email!!!!!I am taking the bait - what do I have to lose right? Hope it works! Supposedly The Phone Will Ring Right After You Do This. Just read the little stories and think of a wish as you scroll all the way to the bottom. There is a message there... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More - ... See Morethen make your wish. No attachment on this one.... See MoreStories :... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More... See more... See More... See more... See moreI'm 13 years old, and I wished that my dad would come home from the army, because he'd been having problems with his heart and right leg. It was 2:53 p.m. When I made my wish. At 3:07 p.m.(14 minutes later), the doorbell rang, and there my Dad was, luggage and all!!... See more... See More... See More... See More... See More... See More... See More... See More... See More... See More... See more... See More... See More... See More... See More... See More... See more... See more... See more... See more... See More... See more... See more... See More... See More... See More... See More... See More... See More... See More... See more... See More... See more... See More... See More... See MoreI'm Katie and I'm 20 and I've been having trouble in my job and on the verge of quitting. I made a simple wish that my boss would get a new job. That was at 1:35and at 2:55 there was an announcement that he was promoted and was leaving for another city. Believe me...this really works!!!My name is Ann and I am 45 years of age. I had always been single and had been hoping to get into a nice, loving relationship for many years. While kind of daydreaming (and right after receiving this email) I wished that a quality person would finally come into my life. That was at 9:10 AM on a Tuesday. At 9:55 AM a FedEx delivery man came into my office. He was cute, polite and could not stop smiling at me. He started coming back almost everyday (even without packages) and asked me out a week later. We married 6 months later and now have been happily married for 2 years. What a great email it was!!Just scroll down to the end, but while you do, think of a wish. Make your wish when you have completed scrolling. Whatever age you are, is the number of minutes it will take for your wish to come true. ex. you are 25 years old, it will take 25 minutes for your wish to come true). However, if you don't send this to people in 5 minutes, you will have bad luck for years!!Go for it!!!SCROLL DOWN!*************************************************************************************************************************************************************************************************************************STOP!!!Congratulations!!! Your wish will now come true in your age minutes.Now follow this carefully....it can be very rewarding!!!!If you send this to 10 more people, other than the 5 that you already have to send to, something major that you've been wanting will happen6 minutes ago · LikeUnlike
849804892055_1999716	NOW YOU'VE STARTED READING THIS YOU CAN'T GET OUT! rEAD ON IF YOU DON'T WANT TO DIEA year ago A girl named Kathy was hated by everyone. Everyone made fun of her. She was ignored. Even by messages. see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more... See More....One day she decided to kill herself. Because even her parents ignored her. She jumed out her window. No one noticed utill people started dissapearing. Kathy haunted them. She made them suffer like the way she did. She hung them slowly and stabed them over and over very slowly so they could suffer like she did.If you don't send this message to 15 diffrent comments you will die tonight by Kathy. Because she considers it ignooring her.Example 1:Dave looked at the first sentece and said, "Spam" And the next day the neighbors found him in his backyard, dead.Example 2:Joane was alone. She didn't have kids or a husband. She had alot of friends. When She had a sleepover with them she quickly had to check her e-mail.She saw this message and sent it to only 6 people because she thought she couldn't die that night beacuse she was surounded by people. The next morning Joane's friends found her in her bathtub, dead
849804892055_1999741	this movie is halerius i still remeber the part wen the little minion was used on the anti-gravity gun
849804892055_2000077	that is funny i like the end
849804892055_2000094	too cute, too funny... can't wait to see it with the nephews.
849804892055_2000107	looks like a movie i would really enjoy, nice work guys
849804892055_2000422	"or sumthing to do with your brother or sister" hilarious!!
849804892055_2000462	lol....steve carell is d best...i can't wait for dis movie..
849804892055_2003221	grugleearth.com
849804892055_2004039	i love tht movie its soooo fully
849804892055_2005697	cool
849804892055_2013206	STEVE CARELL AND MIRANDA COSGROVE! BEST ACTORS OF THE WHOLE MOVIE!!!! WANT TO SEE IT!!!
849804892055_2047064	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
849804892055_2047065	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
849804892055_2051450	i sit on the toilet
849804892055_2057512	Yea! Now that I know the steps I'm so becoming a Super Villain
849804892055_2059869	 cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... See More... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
849804892055_2286400	PLEASE DONT READ THIS! In 1997 a girl called﻿ lauren was walikng in a forest and then a she just dissapeared no one﻿ ever found her untill 2000 when a yoing girl called Mary found her body and markings on her chest saying: I wasnt pretty enough” and﻿ now you have read this she﻿ will appear in your mirror﻿ saying your not pretty enough and kill you.﻿ by the way the girl called﻿ mary died shortly after.To be saved paste this to 5 other videos. THIS IS TRUE
849804892055_2313704	this is funny
849804892055_3111967	ok i shirink the moon then i sit on the tolite
849804892055_9119618	STEP #1: I'm doing just fine with my looks ;)                                     STEP #2: Chris Cruz will be fine with me.                                          STEP #3: My Lair is in a volcano baby!                                              STEP #4: MY Henchmen are Master Black Belt Ninjas!                      STEP #5: My Gadget is a massive robotic spider!                             STEP #6: I plan on taking over! And not just the Earth, but the Entire Universe!!!
849804892055_9244376	I shrink the moon, I grab the moon, I sit on the toile... wait what?? :)
849804892055_13309931	Hello,everybody!
849804892055_14394039	I wanna be a villian
849804892055_14406808	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creepMay 25 at 5:03pm · Like
849804892055_14454313	Keep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
849804892055_14490402	ep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
849804892055_14493850	Keep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
849804892055_14542809	Keep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
849804892055_14547402	Keep reading on, or die tonight a exactly 12:42. This is based on a TRUE STORY! Once there was a baby girl named Marry. Her mother couldnt take all the crying, so she decied it was time for her to go. She buried her baby alive in her back yard. After she buried her she could still hear Marry crying. So she dug her back up and stabbed her one time in the arm, and buried her again. Marry cried harder, but a few hours later it stopped. At exactly 12:42, Marry died. She bleeded to death. Now her sprit hauntes the world. When your sleeping, she stabbes you in the arm and watches you bleed to death. And that's how she got the name "Bloody Marry" this is the true story of her. She wants everyone to feel her pain that she felt. Apperantly, if you repost thThis isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minuets you will have the best day of your life tomorrow. You will either get kissed or asked out, if you brake this chain you will see a little dead girl in your room tonight. In the next 53 minuets someone will say I love you or I'm sorryis to 12 other comments you will have the best day of your life tomorrow. But if you break this chain you die at exactly 12:42 tonight by Bloody Marry. Don't belive me? You'll see! (This is really creep
849804892055_14571600	ep reading on, or die tonight a exactly12:42. Thisis based on a TRUE STORY! Once there wasa babygirl named Marry. Her mother couldn't takeall thecrying, so she decided it was time for her togo. Sheburied her baby alive in her back yard.After sheburied her she could still hear Marry crying.So she dug her back up and stabbed her onetime in the arm,and buried her again. Marry cried harder,but a fewhours later it stopped. At exactly 12:42,Marry died.She bleed to death. Now her sprite hauntstheworld. When your sleeping, she stabs you inthearm and watches you bleed to death. Andthat's how she got the name "BloodyMarry" this is the true storyof her. She wants everyone to feel her painthat shefelt. Apparently, if you re-post This isn'tfake.Apparently, if you copy and paste this to tencomments in the next ten minuets you willhave thebest day of your life tomorrow. You willeither get kissed or asked out, if you brakethis chain you willsee a little dead girl in your room tonight.In the next53 minuets someone will say I love you orI'm sorryto 12 other comments you will have thebest day ofyour life tomorrow. But if you break thischain you dieat exactly 12:42 tonight by Bloody Marry.Don't believe me? You'll see not taking my chances -.-
849804892055_14586308	why do people spam this with that 12:42 crap
849804892055_14638224	WARNING! CARRY ON READING OR ELSE YOU WILL DIE, even if you only looked at the word warning! Once there was a little girl named Clarissa. She was ten-years-old and she lived in a mental hospital because she killed her mom and dad. She got so bad that she went to kill all the staff in the hospital, so the More-government decided that the best idea was to get rid of her so they set up a special room to kill her as humane as possible, but it went wrong the machine they were using went wrong. And she sat there in agony for hours until she died. Now every week on the day of her death, she returns to the person that reads this letter, on a Monday night at 12:00a.m. She creeps into your room and kills you slowly, by cutting you and watching you bleed to death. Now send this to ten other pictures on this one site, and she will haunt someone else who doesn't. This isn't fake. Apparently, if you copy and paste this to ten comments in the next ten minutes, u will have the best day of ur life tomorrow. U will either get kissed or asked out. If u break this chain, u will see a little dead girl in your room. In 53 mins someone will say I love you or I'm sor
136388736389195_968940	BEAST MODE
136388736389195_968960	ok then.. 
136388736389195_969185	cool
136388736389195_969310	IT'S. SO. FLUFFY!!!!!!!!!!!!
136388736389195_969315	i sometimes wish i can be one of the little yellow people
136388736389195_969325	I wish I was an animated character :(
136388736389195_969343	Are They fluffy???
136388736389195_969351	:) love those little yellow peanut looking guys!
136388736389195_969407	cannot wait for movie and then blu ray..will play it daily lol because it will be sooooooo fluffy
136388736389195_969408	THEY ARE CALLED MINIONS!!!!!!!!!!! :) :) :)
136388736389195_969416	this movie is going to be awesome Russian dude killing midgets AWESOME
136388736389195_969421	Edith rules!
136388736389195_969446	More quality animation just may save the world.  Worth a try.  Nothing else seems to be working at the moment.
136388736389195_969451	cant wait to see it
136388736389195_969518	i want to watch it so badddddd ?????
136388736389195_969553	oh i know
136388736389195_969562	I've been waiting since last November for this movie, so I'll be at the theatre on Friday.  This time it'll be with our daughter; then we'll see it again next week when our son comes home from school!  Cannot wait!
136388736389195_969568	i'm going friday!!! (=
136388736389195_969587	Can't wait to see on Friday taking me 2yr old to the drive in to see (yes a drive in they do still exist) lol
136388736389195_969595	Please tell me where.
136388736389195_969764	I am so excited for this movie <3
136388736389195_969807	What do you have against Fandango?
136388736389195_969861	this movie looks really funny, can't wait for it to come out
136388736389195_970031	I wish I was despicable =(  
136388736389195_970157	NCE YOU'VE STARTED READINGTHIS YOU CAN'T GET OUT! rEAD ON IF YOU DON'T WANT TO DIEA year ago A girl named Kathy was hated by everyone. Everyone made fun of her. She was ignored. Even by messages. see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see... See more... ... See moreSee More... ... See moreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... See MoreSee More... ... Visa merSee More ... ... See MoreSee Moremore... See More....see more....see more.....see more....see more....see more....see more.......see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more....see more.... One day she decided to kill herself. Because even her parents ignored her. She jumed out her window. No one noticed utill people started dissapearing. Kathy haunted them. She made them suffer like the way she did. She hung them slowly and stabed them over and over very slowly so they could suffer like she did.If you don't send this message to 15 diffrent comments you will die tonight by Kathy. Because she considers it ignooring her.Example 1:Dave looked at the first sentece and said, "Spam" And the next day the neighbors found him in his backyard, dead.Example 2:Joane was alone. She didn't have kids or a husband. She had alot of friends. When She had a sleepover with them she quickly had to check her e-mail.She saw this message and sent it to only 6 people because she thought she couldn't die that night beacuse she was surounded by people. The next morning Joane's friends found her in her bathtub, dead
136388736389195_971600	i didn't read the last time and i'm still alive..haha
136388736389195_972059	ITS A FLUFFY !!!!!!!!!!!
136388736389195_972947	Saw the movie tonight it was Hilariously GREAT!
135643283131762_947911	ITS SO FLUFFY
135643283131762_947912	I can't wait to see this
135643283131762_947914	yeah good watch need it go best are funny 
135643283131762_947915	oh someones gotta little frowny face. my turn *pulls out lazer gun* ITS SO FLUFFY!
135643283131762_947925	I LOVE MIRDA COSSGROVE NOW SHES IN A BLUE-RAY MOVIE!
135643283131762_947928	2nd person
135643283131762_947931	I was at the Premiere and Let me tell you...Awesome!!! : )
135643283131762_947949	Does this count as annoying? *slaps cheeks* :D
135643283131762_947962	i can't wait to see this movie!! 
135643283131762_947967	Gru has stoeln Google Earth--- go too -----www.grugleearth.com to check it out.....
135643283131762_947971	I love the little girl: "It's sooooo fluffy!"
135643283131762_947973	IT'S SO FLUFFY!
135643283131762_947974	I can't wait....
135643283131762_947986	its goin to be awesome!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
135643283131762_947987	IT'S SO FLUFFY!!  I can't wait to see this with my son!!
135643283131762_947990	I CANT WAIT TO SEE IT!!!!!!!! AHHHHHH. Im Going To Scream Like A Little Kid Because Im SOOO Excited!!!
135643283131762_947996	"its so fluffy im gonna DIE" 
135643283131762_947997	i can't wait to see this movie!!
135643283131762_948001	My local newspaper was giving away tickets for an advance screening on Thursday evening and I WON!  Can't wait!
135643283131762_948004	gotta love the "It's so fluffy" line :)
135643283131762_948013	It's the minion giggle that gets me every time. :)
135643283131762_948022	I love the old man on the scooter too! "We must warn him immediately!" or whatever he says and he's going a centimeter a minute!
135643283131762_948045	its so fluffy im going to die!!!!!!!!!LOL
135643283131762_948052	Holy crap! The old man is Russell Brand! LMAO!
135643283131762_948054	i like the MOO can.
135643283131762_948339	Saw the sneak peek tonight, 6 thumbs up!
135643283131762_948377	Yay, Steve Carell, Miranda Cosgrove and Julie Andrews!
135643283131762_948479	We went to see this as a premier event.  I recommend this as a great family movie to see!
135643283131762_948544	I saw a free screening of the movie a month ago, amazing, check out my blog http://berry20.blogspot.com/2010/06/one-of-good-ones.html
135643283131762_948572	It was SUCH a good movie! I saw the premier and it was FABULOUS! The kids loved it and I actually did too. Very funny, very cute...great story. Thumbs up!!
135643283131762_948644	CANT WAIT TO C IT
135643283131762_948833	Saw a sneak peek.    It was great! Kids loved it too.
135643283131762_949020	Chris Renaud is the bomb
135643283131762_949054	Saw a pre-screen of this movie tonight...  Funny. As. Hell.
135643283131762_949452	That looks like a really cute movie!
135643283131762_949476	I want to see this movie!!! lol <3
135643283131762_952023	11am Friday at the Meadows we will be standing in line for the tickets, my great grands and me (maybe Poppy) "can't hardly wait"
135643283131762_953021	Steal the moon? WEAK!!! Why don't the kidnap the president?
135643283131762_954057	This is not a joke! Carry on reading! Or you will die, even if you only looked at the word warning!Once there was a little girl called Clarissa, she was ten-years-old and she lived in a mental hospital, because she killed her mom and her dad. She got so bad she went to kill all the staff in the hospital so the government... See More ... ... See... See More... See more ... See MoreMoreSee Moredecided that... ... See MoreSee More ... See Morethe... See More... See More... See More... See More... See More... See More... See More... See More... See More... See More best idea was to get rid of her so they set up a special room to kill her, as humane as possible but it went wrong the machine they were using went wrong. And she sat there in agony for hours until she finally died. Now every week on the day of her death she returns to the person that reads this letter, on a monday night at 12:00a.m. She creeps into your room and kills you slowly, by cutting you and watching you bleed to death.Now send this to ten other pics on this one site, and she will haunt someone else who doesn't pass this on like you did. And forget about you. Example 1:Jenny didn't believe this and deleted it without even reading the whole thing! A few days later on the monday night, she was woken up by loud footsteps and heavy breathing, there was Clarissa standing there with a huge knife and well Jenny is history now
135643283131762_1012496	cE YOU'VE READ THE FIRST WORD OF THIS YOU CANT GET OUT. READ ON OR DIE TONIGHT AT 10:35 P.M.9 years ago a person named Jerry got dared to sleep in a house that was belived haunted.The next day his friends waited for him out side the house. They had to go inside and search for him. They went through every room exept the attic. He wasn't supposed... ... See MoreSee More... ... See MoreSee More... See More... See More... See more... See more... See More... See More... See More... See More... See More... See more... See More... See More ... See Moreto sleep there.He was SUpposed to sleep in the living room.They went into the attic. They saw Jerry's corpse and they just left because they were scared. But that night they all died because of their friend. He killed them all for making him sleep in that houseIf you don't send this to 11 comments you will die tonight by Jerry.Example 1:A man named Stewart Read this and didn't belive it. He shut off his computer and went through his day. That night while he was in bed he heard something outside of his door. He got up to look. And now he's dead.eXample 2:A Girl named Haley Read this in the morning and she got scared but she didn't send it. She wanted to know if it was true. She went to school (She was only 13 years old) and that night she died.If you don't post this on 11 comments tonight Jerry will 'visit' you
135643283131762_1017190	awesome movie GO MARGO
140938119256387_1071400	wow
140938119256387_1071401	9th?
140938119256387_1071407	37th?
140938119256387_1071428	This is damn cool
140938119256387_1071431	That's what I want to know.
140938119256387_1071435	people think they can comment first and its a race to see who commented first, second, etc.
140938119256387_1071437	Nobody gives a flying F*ck if your first, second or third
140938119256387_1071455	I love how only one of these comments actually has ANYTHING to do with the link. GOOD JOB!By the way, I like this. :)
140938119256387_1071458	oh hilarious!! 
140938119256387_1071467	wow! Real mature Arthur! Kids read this!
140938119256387_1071469	cannot wait to DESPICABLE ME! U NEVER GET BORED WATING THE MINIONS! :)
140938119256387_1071481	Make them moonwalk! I love it!!!
140938119256387_1071482	iiiiiiiittttttttttttssssssssssssssss sooooooooooooooooo ffffffffffllllllluuuuuuuufffffffffyyyyyyyyy!!!!!!!!!!!!!!!!!!!!!!!!!!!!thats funny cracks me up everytime
140938119256387_1071486	Awesome Game!
