10151475870412592_10052258	SO FLUFFEH!
10151326031392592_9146639	Cute <3
10151325099522592_9112262	SO EXCITED!!!!!!
10151325099522592_9112288	OMG
10151325099522592_9112389	Jose Vera Ah! c:
10151325099522592_9112398	BANANA!~
10151325099522592_9112497	Gross
10151325099522592_9112785	BANANA!
10151325099522592_9113052	BANANA!!!!!!
10151325099522592_9113129	OMG! ;3 AWESOME! :)
10151325099522592_9113167	LMAO!
10151325099522592_9113420	Andrea Hernández
10151325099522592_9113460	SO EXCITEDDDDDDD!!!!!!!!
10151325099522592_9114153	Cute!!
10151325099522592_9114645	Pedro Polanco
10151325099522592_9114788	Ara Bedrossian
10151325099522592_9115710	É nós lá! *.*
10151325099522592_9115946	Joshua Rheaume
10151325099522592_9115950	o.O
10151325099522592_9115973	<3 BANANA!!! ^_^
10151325099522592_9115993	SO CUTE
10151325099522592_9116917	:O !!!!
10151325099522592_9117275	Emma Powless
10151325099522592_9118076	Maria Andreaa Mira!!! >:)
10151325099522592_9120025	Lmao!!cute <3
10151325099522592_9120442	Cute!!!
10151325099522592_9122437	Lindos
10151325099522592_9122578	BANANA!!!!
10151325099522592_9140043	BANANA!
10151325099522592_9172754	BANANA!!!!
10151325099522592_9174590	Shae Estinson
10151325099522592_9175854	Aurora Govea Figueroa
10151325099522592_9176247	Maria Armas :)
10151325099522592_9176959	No,no,no Papoy Jose Batres
10151325099522592_9177182	Cute!!!
10151325099522592_9179342	SO EXCITED
10151325099522592_9182894	Mariie Estrada
10151325099522592_9194221	BANANA!?!
10151325099522592_9205891	Alexa Campos
10151325099522592_9206830	BANANAAAA!!!!!
10151325099522592_9210117	\'o'/
10151325099522592_9216940	Y doesnhe have a banana
10151325099522592_9245012	Vamos mi amor ? Eduardo Cortes
10151325099522592_9245302	Alexandra Norcross
10151325099522592_9246866	Paul Arenaz
10151325099522592_9256038	BANANA!!!!
10151325099522592_9419412	BANANA!!
10151318828872592_9080844	:O
10151318828872592_9085704	sosa
10151309955157592_9033253	SO EXCITED!!!
10151307513457592_9022448	BANANA!!!!
10151307513457592_9022463	POOTTAATTTOOOO :)
10151307513457592_9023370	hermosa :)
10151307513457592_9024078	LASING AKO!
10151307513457592_9025825	"your cuzn made me do it!!" "WHHHAAAATTTTT!!!!!!!!!!!!!???????"
10151307513457592_9026420	Amo!
10151307513457592_9026564	vou cortar o meu cabelo,pinta assim kkkkkkk.
10151307513457592_9026587	Cute!
10151307513457592_9032930	emma's dumb
10151307513457592_9148212	ANA BANANA!
10151307513457592_9863984	ME ENCANTA ESA PELI!!!!!!!!!!
10151292529897592_8969563	bem bem quando é que sais?
10151292529897592_8969694	Olha Keila Bandeira, Mariana! rsrsr so cute!!
10151292529897592_8969920	SOOOOOOOOO FLUFFFFFFYYYYYYYYYYYYYYYYYYYYYY!
10151292529897592_8970359	SOO FLUFFY!!!
10151292529897592_8970904	demasiado tierna!
10151292529897592_8970975	So damn cute! <3
10151292529897592_8971765	Cute!
10151292529897592_8972295	So cute
10151292529897592_8972364	So cute
10151292529897592_8976362	So cute
10151285846802592_8933988	No - never do.......
10151285846802592_8934008	OF COURSE !
10151285846802592_8934764	No!!
10151285846802592_8934978	No se todavia mamita
10151285846802592_8936987	NOOOOOOO!!!!  ROF!
10151285846802592_8937747	Post
10151283091422592_8917876	"BANANANAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA"
10151283091422592_8918279	Amamos a atração!!!!!!!! Incrível, recomendamos!
10151283091422592_8918415	Amo!!!
10151283091422592_8957316	BANANA!
10151281382522592_8907206	haha... cute moment!!!
10151281382522592_8907298	Norma A. Marin
10151270760792592_8854667	here u go bro!
10151270760792592_8854830	BANANNA!!!!
10151270760792592_8854831	Letícia Ferreira olha isso ❤
10151270760792592_8855507	Cute!!!
10151270760792592_8859209	Same to you SEXY OXOXOXOXO ;-);-);-);-);-):-):-):-):-):-):-):-):-):-):-):-):-)
10151270760792592_8876524	ador filmul
10151270760792592_9608791	Mich Tugugu Gardida Te Amo!!
10151267206667592_8837713	te amo, Gru!!!...
10151267206667592_8837824	O_O Kiss ? Gru ? impossible !
10151267206667592_8838364	o! o!
10151267206667592_8841975	=O!!!!!GRU!!!!!!>=l
10151265607997592_25045424	Adorbs.
10151265607997592_25045800	Cute!
10151265607997592_25045824	BANANA!!!!!!!
10151265607997592_25045832	Papoi?
10151265607997592_25046281	Cute:-)
10151265607997592_25046347	Cute!
10151265607997592_25047690	Alyssa Cadiz
10151265607997592_25047790	So cute
10151265607997592_25049749	Lindos, lindos, lindos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151265607997592_25053263	So cute >M<
10151265607997592_25070698	adasdasdasdadasdas <3
10151259154712592_8802437	Amo muito, tudo isso!
10151259154712592_8802450	Gina De Barros Moraes o malvado favorito da Agatha jamais vai cobrar se ela escovou os dentes ou nao hehe
10151259154712592_8802559	Gabriela tãããão fofinho
10151259154712592_8802618	Cute!
10151259154712592_8803482	L-O-V-E-D IT!
10151259154712592_8803963	So cute
10151259154712592_8804705	So cute
10151259154712592_8807946	sou pessimo em ingles .
10151253604482592_8779185	No xc
10151253604482592_8779204	NO -_-
10151253604482592_8779223	No.
10151253604482592_8779258	no no
10151253604482592_8779284	BOO!
10151253604482592_8779296	BOO!!!
10151253604482592_8779346	Cute!
10151253604482592_8779356	YEA!!! GO RAVENS
10151253604482592_8779465	Um no
10151253604482592_8779475	BOOO!!!
10151253604482592_8779526	No!
10151253604482592_8779531	Yea go ravens BOO 49ers
10151253604482592_8779583	No 
10151253604482592_8779607	No!!
10151253604482592_8779656	Cute!
10151253604482592_8779843	pinche puto no q no  gustava y d todo t quejavas
10151253604482592_8779908	Vanessa Sanabria
10151253604482592_8779964	Po poi!
10151253604482592_8781113	Thaís Ramalho... :D
10151253604482592_8781499	me TOOOOOOOOOOOO.
10151253604482592_8781970	Olha ai Pedro Fontoura lol kkk
10151253604482592_8782154	Cute, cute. Cute.
10151253604482592_8784246	BOO!!!
10151253604482592_8808652	Roberto Moraes Barros - olha isso!!!!
10151253604482592_9381399	go minions go!
10151252841017592_8775234	OMG SO CUTE!!
10151252841017592_8775290	So cute
10151252841017592_8776642	Joha Guzman
10151252841017592_8778129	OMG cute
10151252841017592_9433615	O_O
10151251799335163_24184314	ROFLMAO!
10151251799335163_24185038	Minions é o que há!!! Demais!!
10151251799335163_24186669	Adam Bourque
10151251799335163_24188069	Ana Castro <3
10151251799335163_24191237	Castro Mira esto hahaha
10151251799335163_24199323	Gerardo Santos Arce :33333
10151251799335163_24293274	Bunitinhooo demaiss
10151251799335163_25129501	p o o
10151249833292592_24941196	broncos
10151249833292592_24941293	GO NINERS!!!!!!!!!!!
10151249833292592_24942064	GO!
10151249833292592_24942309	GO NINERS!!!
10151249833292592_24944215	GO NINERS!!!!!!!!
10151249833292592_24947452	So cute
10151249833292592_24954495	So cute  xo grandma :3
10151218956467592_9012435	gru you have a big nose
10151217554182592_24851225	GO PENS!!!!!
10151210229107592_8661437	Josue Aguilar
10151210229107592_8661932	GO PENS!!!!!
10151210229107592_8662332	Flames
10151210229107592_8662589	RosaLinda Plfx Carabes
10151210229107592_8664463	A minun!!! love um!....
10151210229107592_8682224	Ana Cristina Henriques Luis Garcia, olha o que vai estar aberto na Universal...ai que demais!
10151206995862592_8644391	Eloisa Valdivia Melissa Fees-Hernandez Margaret Amaro
10151206995862592_8644490	PEEZZAA?!
10151196352667592_8584383	Cute....!
10151196352667592_8584473	Poneis são tão fofinhos S2
10151196352667592_8595102	SO cute!
10151196352667592_8640543	So cute
10151196352667592_8689679	Silvia, a Edith é fofa, mas a Agnes é imbatível ....
10151192699557592_8577477	Melhor filme d mundo
10151167531672592_8501336	:d
10151167531672592_8501377	SO CUTE
10151167531672592_8501430	Love em
10151167531672592_8501469	Cute! 
10151167531672592_8501853	BA BABA BABANANA <3
10151167531672592_8502340	LOS AMO <3
10151167531672592_8502789	Cute :)
10151167531672592_8502800	LIIIIIINDO!!!
10151167531672592_8502919	JAJAJAJAJA :)
10151167531672592_8503638	Antonio C. G. Prado
10151167531672592_8503693	SO CUTE<3
10151167531672592_8504760	So cute
10151167531672592_8505191	Lmfao super cute
10151167531672592_8508379	torpedo!
10151167531672592_8516895	na a három muskétás
10151167531672592_8605684	Antonio Pedro de Carvalho o do meio HAHAAH
10151167531672592_8610314	aoiUHEOUIAHOEIUAHOEIUA
10151167467467592_8452193	Jessica Chabra
10151167467467592_8452424	Umm, no.
10151167467467592_8452456	Tara O'Brien
10151167467467592_8737770	HELLO!!!
10151167466782592_8443447	Cute :)
10151167466782592_8443867	Tô adorando essa fase de acompanhar os sobrinhos no cinema. Tenho visto qse todas as animações.
10151167466782592_8444475	So cute
10151167466782592_8445752	Cute.
10151167466782592_8445909	Frida Gee :P
10151167466782592_8449284	Cute :3
10151167466782592_8452754	Cute:)
10151167466782592_8460780	OMG! So cute!
10151167466782592_8473050	So cute
10151167466782592_8493216	So cute
10151167465257592_8433264	https://www.facebook.com/pages/%E1%83%90%E1%83%A6%E1%83%A8%E1%83%A4%E1%83%9D%E1%83%97%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%98-%E1%83%96%E1%83%95%E1%83%98%E1%83%90%E1%83%9C%E1%83%92%E1%83%98/460716437308175
10151167465257592_8444512	POINT OF VECTOR
10151167258002592_8417603	Esperando ansiosamente!!!!!
10151167258002592_8417866	:o NO WAY!
10151167258002592_8418532	me encanto<3 Gracias jorgito tkm :*
10151167258002592_8420054	OHEMGEEE
10151167258002592_8422081	Que padre que va haber segunda parte!!
10151163194817592_8396549	Cute!!! ^_^
10151163194817592_8396605	Cute! :).
10151163194817592_8396735	SO FLUFFY!
10151163194817592_8396771	NE VA PAS EN BAS╬═╬ ╬═╬ ╬═╬ ... ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Tu m'ecoutes ? N y vas pas ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Hello...? j'ai di n y vas pas !. ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Arretes ca ! Ny vas pas ! ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Okay . Si tu veux etre comme donc vas y. ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Tu est toujours tetu et tu ne m'ecoute pas... ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Je ne peux plus plus t'avertir. ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Tu m'ecoute! ...ne vas pas en bas! ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Est ce que tu peux m'ecouter ? ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬T'es mort si tu vas en bas. ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Ok je ne veux plus te le redire encore...n y vas pas. ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬....Serieusement J'AI DIS STOP!! ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Tu t'ennuis encore? ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬Derniere chance ...ne vas pas la bas.. ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ ╬═╬ Ok je t'avais prévenu tu vas avoir 5 ans de mal chance si tu ne copie pas ca sur 5 commentaire
10151163194817592_8397214	Melissa adoro a los minions!!!!!!! <3
10151163194817592_8399256	Maria Lourenço
10151163194817592_8400710	Lo amo !!!
10151163194817592_8433271	https://www.facebook.com/pages/%E1%83%90%E1%83%A6%E1%83%A8%E1%83%A4%E1%83%9D%E1%83%97%E1%83%94%E1%83%91%E1%83%A3%E1%83%9A%E1%83%98-%E1%83%96%E1%83%95%E1%83%98%E1%83%90%E1%83%9C%E1%83%92%E1%83%98/460716437308175
296638653785632_1316371	Miranda Cosgrove..
296638653785632_1316394	Oh no!  Poor minions!
296638653785632_1317170	\(^o^)/
296638653785632_1317186	No.
296638653785632_1317392	<3 o <3
296638653785632_1317427	Tom Insalaco
296638653785632_1317654	No Vector means no bueno :'(
296638653785632_1318085	\o/
296638653785632_1320594	A cat
296638653785632_1320705	Lmfao
296638653785632_1320873	Pedro José Franceschi
296638653785632_1321278	Para Jéssica Mainheriche
296638653785632_1321574	GOING TO GO SEE!!!
296638653785632_1322114	Emily Leça Fernanda Bernardo Lorena Guimarães
296638653785632_1322211	=O
296638653785632_1324554	Cute!
296638653785632_1325033	SO CUTE
296638653785632_1326239	no.
296638653785632_1326846	No...
296638653785632_1326908	Makes no sense
296638653785632_1328771	O__O ALIENS?
296638653785632_1329214	YA LA QUIERO VER!
296638653785632_1329924	Cute...
296638653785632_1349030	so cutecutecutecute....:))))
296638653785632_1517792	Adoro
240687586060779_954491	Papoi?!
240687586060779_954581	Joha Guzman
10151100099302592_7985010	Am**
10151100099302592_7986605	love u ramroum <3
10151098592377592_7977315	BANA BANA BANA !
10151098592377592_7977397	BANANA!!!
10151098592377592_7977525	OMG SO EXCITED :3
10151098592377592_7977590	Jurandir Vicari vc gosta?
10151098592377592_7977668	Alyssa Janco
10151098592377592_7978120	:O
10151098592377592_7978183	Rocío Hernández mira petete!!! :D
10151098592377592_7978238	\o/
10151098592377592_7978271	Miniossssssss
10151098592377592_7978299	im excited
10151098592377592_7979856	O MY FLUBBIN' GOD!!!
10151098592377592_7980218	pOTATOOOOO!!
10150905247092592_7069063	WOW *O*
10150905247092592_7069089	AHHH!! <3 MUST.GO.
10150905247092592_7069095	WOHOO! Florida trip guys!
10150905247092592_7069106	Olivia Denisse Silva ve ahí por mi D:
10150905247092592_7069452	Vamos Braian Mendozi ?? :D
10150905247092592_7069559	O... M... G...
10150905247092592_7070042	OMG
10150905247092592_7071387	BANANA!
10150905247092592_7072773	NOOO.
10150905247092592_7074117	BANANA!!!!!!
10150905247092592_7074644	Cute...
10150905247092592_7078272	:O
10150905247092592_7096958	MUST GO!!!
10150905247092592_7098495	=OOOOOOOO MUST GO!!!!!!!!!!
10150905247092592_8596718	Luisa Domínguez
334877493256804_2184466	Adorbs!
334877493256804_2192471	OMG, se eu vejo um desses eu morro aqui no Brasil , I WANTT
400431493306412_5427563	A MUST SEE!!!
400431493306412_5427681	POTATO!!!!!
400431493306412_5428701	OMG SO EXCITED!!
400431493306412_5428913	OMG!!!! <3 SO EXCITED!!!
400431493306412_5432796	Cute!
400431493306412_5436844	SO EXCITED!!!! OMG
400431493306412_5447879	BABABABANANANA!
313610242025083_3819375	Gru's dad
313610242025083_3819434	gru's dad
313610242025083_3819502	Grus dad or Gru
313610242025083_3869627	Gru's dad. 
313610242025083_3874801	A MINION!!!!! LOL
313610242025083_3940909	Gru's dad
112757375489435_59889	^ scam :o
10150213981352592_16888519	2013!!!!!!!!!!!!!!!!!!!!!!!!! OMGGGGGG
10150213981352592_16888881	OMG
10150213981352592_16889142	:o YES!! 
10150213981352592_16889320	I'm so excited
10150213981352592_16889357	2O13 :(
10150213981352592_16890490	O.O <3
10150213981352592_16892155	BANANA!!!!!!!
10150213981352592_16894469	XDDDDDDDDDDDD im so excited! :D
124803174267084_395775	AAWSOME
174233335946531_2161909	love 'em!
119449558124781_496298	LMAO - BANANA ENVY!!!!JAJAJJAJAJAJA
119449558124781_496391	BANANA!!!!!!!
119449558124781_505057	no more nannas?
481958737591_4033908	L-O-L
182062765146612_2334917	Miranda Cosgrove  ;-)
182062765146612_2334921	Miranda Cosgrove.
182062765146612_2334926	Miranda Cosgrove
182062765146612_2334936	Maranda cosgrove-margo(:
182062765146612_2334937	Miranda cosgrove?
182062765146612_2334950	Miranda cosgrove!!!!
182062765146612_2334952	Miranda Cosgrove
182062765146612_2334958	Miranda Cosgrove
182062765146612_2334962	Miranda cosgrove
182062765146612_2334969	MiRaNdA cOsGrOvE
182062765146612_2334973	Miranda Cosgrove
182062765146612_2334974	miranda cosgrove and john segal
182062765146612_2334976	Miranda cozgrof
182062765146612_2334977	Obvs Miranda cosgrove
182062765146612_2334984	Miranda cosgrove as murdle
182062765146612_2335018	marinda coscrove
182062765146612_2335022	miranda cosgrove
182062765146612_2335031	Miranda Cosgrove a's Margo
182062765146612_2335033	Miranda cosgrove
182062765146612_2335109	Miranda cosgrove
182062765146612_2335141	Miranda Cosgrove as margo
182062765146612_2335155	miranda cosgrove as margo
182062765146612_2335182	Miranda Cosgrove
182062765146612_2335199	Miranda cosgrove
182062765146612_2335292	miranda cosgrove
182062765146612_2335332	marainda cosgrove
182062765146612_2335351	Miranda Cosgrove as Margo
182062765146612_2335486	maranda crosgrove did margos voice
182062765146612_2335611	Miranda Cosgrove
182062765146612_2335684	Miranda cosgrove
182062765146612_2336352	mirand cosgroves...
182062765146612_2336488	Miranda cosgrove 
182062765146612_2336837	Miranda Cosgrove
182062765146612_2336850	Miranda  Cosgrove 
182062765146612_2337234	Miranda cosgrove
182062765146612_2337342	Miranda cosgrove
182062765146612_2337531	Miranda Cosgrove
182062765146612_2338136	Miranda Cosgrove
182062765146612_2338292	Miranda Cosgrove
182062765146612_2338454	Miranda Cosgrove
182062765146612_2338484	Miranda cosgroves
478854622591_3611998	So cute
132985690094390_918965	lmfao!!!
164925490217165_1901301	BANANAAAAAA!!!!
164925490217165_1901310	BANANAAAAAAAAA!!!!
164925490217165_1901328	BANANA!!!!!!!
164925490217165_1901335	BAAAANNAAAANNNA!!!!!
164925490217165_1901339	BANANA!!!
164925490217165_1901355	BANANA!
164925490217165_1901361	BBBBBBBBBBBBBBBBBAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAANNNNNAAAAAAAAAAAAANNNNAAAAAAAAAAAA!!!!!!!!!!!!!
164925490217165_1901362	BANNAAAAA!
164925490217165_1901385	BANANAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA!! PAPOL
164925490217165_1901390	BAAANNNNNAAAAAAAANNNNNNNNNNAAAAAAA!!!!!!!!!!!!!!!!!!
164925490217165_1901413	BANANA!!!
164925490217165_1901418	BANANA!!!
164925490217165_1901419	<3!!!!!! BANANA !!!!!!!<3
164925490217165_1901437	BANANA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
164925490217165_1901438	BANANA!
164925490217165_1901469	BANANA!!
164925490217165_1901473	BANANA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
164925490217165_1901477	BANANAAAAAAAA!!!!!!!!!!!!!!
164925490217165_1901480	BANANA!
164925490217165_1901484	Ba-na-na!  Soo cute!
164925490217165_1901489	BANANA!!!
164925490217165_1901508	BANANA!!!!!!!!!!!!!
164925490217165_1901553	BAAAAANNAAAAAANNNNNAAAAAAA!!!
164925490217165_1901589	BANANA!!!!!!!!!
164925490217165_1901626	BANANA!!!!!!!!!!
164925490217165_1901641	BANANA!!!!!
164925490217165_1901643	BANNNNAAANNNAAAA!
164925490217165_1901657	Banana. For sure!!
164925490217165_1901682	BANANA!!!!
164925490217165_1901690	BANANA1!!!!!!!!!!!!
164925490217165_1901718	BANANA!!!!!!!!!!!!!!!!!!!!!!!
164925490217165_1901732	BANANA!
164925490217165_1901742	BANANA!!!!
164925490217165_1901778	BANANA!!
164925490217165_1901785	BANANA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
164925490217165_1901796	BANANA!!!!!
164925490217165_1901799	BANANA!!
164925490217165_1901807	BANANA!!! 
164925490217165_1901878	BANANA!!!!
164925490217165_1901892	BANANA / APPLE
164925490217165_1901921	BANANA?
164925490217165_1901956	BANANA!
164925490217165_1901969	BANANA!!!
164925490217165_1902005	BANNNNNNNAAAAAAANNNNNNNAAAAAAAA!!!!!!!!!!!!!!!!!
164925490217165_1902051	BANANA !
164925490217165_1902092	BANANNNNNNA :)
164925490217165_1902115	BANANA! ^_^
164925490217165_1902120	BANANA!
164925490217165_1902185	BANANA!!
164925490217165_1902270	BANANA!!!! 
164925490217165_1902501	BANANA!!!
164925490217165_1902571	BANANA!!!!!!!!!!!!!!!1
164925490217165_1902583	BANANA!!!!
164925490217165_1902772	BANANA!!!!!!
164925490217165_1902952	BANANA!
164925490217165_1902953	BANANAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA! BANANA? :)
164925490217165_1903070	BANANA!!!!!!!
164925490217165_1903237	BANNA no BANANA
164925490217165_1903313	BANANA!! =^]
164925490217165_1905741	BANANNNNNNAAAAAA!!!!!!!!!!
164925490217165_1908570	BANANA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
164925490217165_1916828	BANANA !
164925490217165_1918606	BANANA!!!!!!!!!!!!!!!!!!!!!!!!!!
164925490217165_1918714	APPLE! :o
164925490217165_1925725	BANANAAAAA! <3
164925490217165_1938062	BANANA!....
164925490217165_1946364	BANANA!!!!!(:
164925490217165_1946535	BANANA!!!!!!!
164925490217165_1947899	BANANA!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
164925490217165_2034503	BANANA?
153144074733425_1568651	O.0
177907075571472_2216921	BANANA!!!!!!!!
152166324830697_1533782	pops cereal xD
178032868890699_2208938	SOOOOO cute!!!!!!!!!!!!!!!!! <3 <3 <3
178032868890699_2210009	SO CUTE!!!!!!
172439776121234_2121023	:O
172439776121234_2121672	SOOOOOOO FUNNY!!!!!!
180160988676210_2251843	BANANAAAAA!!!
180160988676210_2252337	BANANA!!!!!!!!
180160988676210_2252639	BAAANNNNAAAANNNNAAAA!!!
180160988676210_2252885	BANANA!!!!..
180160988676210_2252924	BAAAANNNAAAAAAAAAAAAAAAAAAAAAAA!!!!!!!!
180160988676210_2258388	BANANA! OAO
180160988676210_2276444	BANANNA? OOO BANANNA!!!!
133007130091026_937918	NO :0
181231921893066_2241322	I adore minions!
111103725625299_261411	Piranha blater! :P 
115340485199647_404933	BANANA!!!!
172627856098421_2041505	Como me gustaria ver esa parada!!!!, pero bueno seguiremos esperando; es preciosa.
172627856098421_2042659	Miranda rox
105036916234722_251135	c suuper ce film tu adore xD
134406889945891_989736	SO CUTE!!
118471884881978_493369	:O
118471884881978_499085	im so excited
130024847056483_850475	You're adopted
130024847056483_850508	Mom: "your mom!" Me: "lmfao nice one mom!"
457575812591_3354620	:O AMAZING!
457575812591_3354623	to cute dude
457575812591_3354689	SO CUTE!
457575812591_3354797	SO CUTE!!!!!
457575812591_3354810	SOOOOO CUTE!!!!!:O :D :) <3
457575812591_3354863	SO BRILLIANT!!!
457575812591_3354922	SOOO CUTE!!!!!!!!!!!!
457575812591_3355040	Cute!
457575812591_3355154	TOO ADORABLE TO EAT! (:
457575812591_3357077	osum
457575812591_4165105	SO CUTEE
457575812591_4293379	OHH cute
457575812591_4438989	sososososososo cute
457575812591_8828462	Da sim Raquel Soriano ......fofo!!!
457575812591_8880396	deve ser gostoso
144233898957249_1281148	Uhmm no.
173759472640595_2023418	Almost
173759472640595_2023448	no, i never made jason cry
164075876958668_1831828	:O
138078786242155_1075798	ummm minons..no contest
