10151475870412592_10052264	Roni Pham
10151418432967592_9802119	ba ba ba ba banana......
10151418432967592_9802574	Ha Ha!! Ba Na-Na-Na-Na-Na
10151418432967592_9802598	bapoye bapoye
10151418432967592_9802602	nyan nyan nyan nyan
10151418432967592_9802947	banana?
10151418432967592_9803400	Ela Banana
10151418432967592_9803863	bababa baba bana *sing :D
10151418432967592_9803868	Banana!!!! ^_^
10151418432967592_9804137	Banana!
10151418432967592_9804567	banananannananannananannanannananananananananananana!!!! lol
10151418432967592_9808178	im a banana im a banana im a banana look at me move yea yea!!!!!!
10151418432967592_9808215	Banana :')
10151418432967592_9808428	Pablo Chay Mira *~*
10151418432967592_9808748	banana na na na na!
10151418432967592_9812091	Banana!!
10151418432967592_9826150	James Nguyen i want banana!!!!!
10151418432967592_9856677	bannana
10151418432967592_9859896	Banana na na nana lol
10151418432967592_9902239	bananabananabananabanana!!!!!!!!!!!!! :(
10151418432967592_9937485	Lilia Iranoosian Mary Baklava =O !!!!
10151417714262592_9796346	papoy!
10151417714262592_9796351	papoy!
10151417714262592_9796390	mineons <3 banana <3 bottom <3 papoy :D
10151417714262592_9796421	papoy?
10151417714262592_9796447	Banana!
10151417714262592_9796470	Bananaaaaa potato naaaaa
10151417714262592_9796553	Emily Ong, haha.
10151417714262592_9796604	Papoy!!!!!!
10151417714262592_9796611	Banana!
10151417714262592_9796615	Komong HmoNg Yang Hahaha 'bottom'.. Lol xD
10151417714262592_9797478	Katrina Patrykus hahaha.
10151417714262592_9798979	Zanab Matuqe
10151417714262592_9801166	ang cute
10151417714262592_9804149	waw, ang cute nila sa palabas ng dispicable me ang tawag sa kanila ay minions
10151417714262592_9822217	Bananna LOL
10151417714262592_9844248	Babuyin Sila!!!
10151417011402592_9792521	Banananananananana gruman! Gruman!
10151417011402592_9792568	Bannana?
10151417011402592_9792594	Be making my day!!!!
10151417011402592_9792627	Nananananana nanana VILLIAN!  MINION!!
10151417011402592_9792924	Minubishi EVO
10151417011402592_9793005	Dispicable to the bone, ba na na na naa.
10151417011402592_9793317	Hang on boys this gonna get bumpy ! Waaaaah ?
10151417011402592_9794165	Ba-Na-Na!
10151417011402592_9794233	sharing!!!!!!!!!
10151417011402592_9796515	Na na na na na na na na na na na na MINIONS!!!
10151417011402592_9849179	da na na na na na na na da na na na na na na na Despicable ME!!!
10151417011402592_10022195	long nose
10151415722257592_9789470	Angela Wang <3
10151415722257592_9790057	happi!
10151415722257592_9790061	happy!
10151415722257592_9790853	awwww........ papoy
10151415722257592_9791199	Tarek Anwar Dina Waguih
10151415722257592_9794417	papoi
10151415572652592_9785109	Angela Wang
10151414127777592_26143877	Lisa Ross
10151414127777592_26143964	Angela Wang
10151414127777592_26152449	i waiting <3
10151422651655163_25196148	hes pooping lmao
10151422651655163_25196151	He's pooping? Lol haha made me laugh
10151422651655163_25196192	Pooping?
10151422651655163_25196230	"He's...pooping?" ROFL
10151422651655163_25196240	Ean Florentino Papa,  he's pooping?
10151422651655163_25196280	Haha he's....... pooping??xD
10151422651655163_25196283	Troy Hamilton :)
10151422651655163_25196287	Papoy
10151422651655163_25196306	He's pooping lol hahaha
10151422651655163_25196391	"He's.......pooping?"
10151422651655163_25196409	Kat Khayem Banlaoi Cant wait!!!!
10151422651655163_25196415	PUKIRARUMATAAAA
10151422651655163_25196444	Omg yes!!
10151422651655163_25196489	he's....pooping lmao
10151422651655163_25196495	He is taking a :poop: ... Lol
10151422651655163_25196504	he's pooping.lol
10151422651655163_25196646	" hes ummm pooping?" Lmao!!!
10151422651655163_25196666	JoJo Angel
10151422651655163_25196695	Alyssa N Tim Johnson :)
10151422651655163_25196704	He is pooping :)))
10151422651655163_25196721	Payasa Yasa
10151422651655163_25196739	I can't stop laughing!!
10151422651655163_25196784	Aaron Maglalang :)
10151422651655163_25196800	hes pooping??
10151422651655163_25196830	Maria Coon
10151422651655163_25196842	He's... pooping?
10151422651655163_25196949	Omg!! Lol :D
10151422651655163_25196983	He's pooping? Hahahahahahaha
10151422651655163_25197029	Lmao!! Quack Quack!! Hahaha
10151422651655163_25197088	Mariya Zak
10151422651655163_25197101	Celina Mayorga
10151422651655163_25197153	Moses Jang im dying♡
10151422651655163_25197183	He's pooping lol
10151422651655163_25197237	AHHHHHHHHH! <3
10151422651655163_25197407	His Pooping?!?!....LMBO
10151422651655163_25197424	his pooping
10151422651655163_25197526	XD "hes..... pooping?
10151422651655163_25197546	lol...hes pooping?
10151422651655163_25197559	Abigail Rosario
10151422651655163_25197565	Jb Songz
10151422651655163_25197632	He's pooping?
10151422651655163_25197731	he's.......popping?
10151422651655163_25197751	Lmao
10151422651655163_25197856	CHAMACAS!!!!!!!!!! Anika Paola Viridianaa y Papoy Pepin XD
10151422651655163_25197869	pooping?
10151422651655163_25197890	bananaaaaaa! :3 papple?
10151422651655163_25197906	pooping? XD
10151422651655163_25197955	He's pooping? Hahaha
10151422651655163_25197992	Omggg
10151422651655163_25198059	Emilia Barbosa  Pippa Edwards
10151422651655163_25198187	aw♥
10151422651655163_25198584	Angela Brooke Emily
10151422651655163_25198713	Xuefang Shirley Hwang Alyssa Wu Matt Wong CAN WE GO WATCH THIS?????
10151422651655163_25198823	hes pooping???
10151422651655163_25198866	Haha, "He's... pooping?!"
10151422651655163_25199318	Mayra Alejandra Solis papoy?? AHHHHH papoy
10151422651655163_25199522	He's... Pooping? XD omg lol
10151422651655163_25199538	no
10151422651655163_25199849	Jonatan miraa
10151422651655163_25199869	Amazing!!
10151422651655163_25199943	Emanuela Kllogjeri Gaby Christopoulos ahahahaha omg I want her so bad
10151422651655163_25200048	Lisa Armstrong
10151422651655163_25200124	Teyana Azalia Simi lol
10151422651655163_25200279	He's pooping?
10151422651655163_25200329	lol...pooping...
10151422651655163_25200524	"He's pooping?" lol
10151422651655163_25200531	Maryam
10151422651655163_25201565	Funny "his pooping" lol
10151422651655163_25201738	pooping
10151422651655163_25202073	Banana banana!!!!
10151422651655163_25202161	"He's pooping???" hahaha  XD
10151422651655163_25202445	He's... pooping?
10151422651655163_25202807	banana...
10151422651655163_25203039	Stanley Santosa kiowoo.,.,
10151422651655163_25203218	w8ing w8ing w8ing so much .....
10151422651655163_25203991	he's pooping!! hahahahah!! LOL
10151422651655163_25204625	Abby Bauer Mikaela Antaya
10151422651655163_25205183	"He's.....pooping?"
10151422651655163_25205577	<3 it :)
10151422651655163_25206347	He's pooping? Hahaha Shinbee Park
10151422651655163_25207782	Aw! "He's.... Pooping?" :D
10151422651655163_25208149	He's pooping?
10151422651655163_25208307	He's pooping hahahaha
10151422651655163_25208992	lol pooping
10151422651655163_25209070	Abby Espinoza
10151422651655163_25209205	Alaina Horning Alaina Horning
10151422651655163_25210350	Hes.. pooping? XD
10151422651655163_25210532	Angela Armstrong
10151422651655163_25211230	ang  cute naman nyan........
10151422651655163_25211481	Hes....pooping!!
10151422651655163_25212268	He's, pooping?
10151422651655163_25213833	He's pooping? O.o
10151422651655163_25214109	he's pooping? hahahahaa quak quak!
10151422651655163_25215293	Hes.....pooping?
10151422651655163_25215482	Isabel Aleman ♡
10151422651655163_25216570	He's.....pooping?
10151422651655163_25219886	Angela Wang
10151422651655163_25220262	He's pooping? hahaha
10151422651655163_25220905	David Amaya Jr
10151422651655163_25224933	Cai Ying Kang
10151422651655163_25225631	He's pooping???????? Hahaha
10151422651655163_25225704	Susanna McClung
10151422651655163_25226573	He's.....pooping?
10151422651655163_25228210	Annai Reynaga
10151422651655163_25230847	pangit
10151422651655163_25230923	<3 AGNES
10151422651655163_25231564	Dustin AndDanny Truong :DDDD
10151422651655163_25232345	Mason Lira
10151422651655163_25232739	he's pooping hahaha
10151422651655163_25233100	Tony Huang
10151422651655163_25242110	Marlon Dingzon
10151422651655163_25242681	Madison Langham
10151422651655163_25242794	Daisy LOL YES
10151422651655163_25242851	He's pooping 0.o lmao !
10151422651655163_25243220	Dana Hahn
10151422651655163_25243601	Nina Nyx
10151422651655163_25243724	omg lo
10151422651655163_25244005	Mary Mayor
10151422651655163_25244513	Sarah Bray hes....pooping?
10151422651655163_25245715	Breanne Aguilar papoy!
10151422651655163_25248161	Hes....pooping? XP
10151422651655163_25248230	hes pooping?? lol  :D
10151422651655163_25250326	pooping
10151422651655163_25251180	Angelina Goodwin
10151422651655163_25251557	Aww! Lmao he's... Pooping?
10151422651655163_25252479	Lmao
10151422651655163_25254372	Poukilalomata !!!!
10151422651655163_25255928	hes pooping?
10151422651655163_25257524	Samantha Mozola
10151422651655163_25262572	haha! pooping
10151422651655163_25266288	hes........pooping????
10151422651655163_25267716	Hahaha I wanna c it lol he's pooping? Haha
10151422651655163_25268527	hes.... pooping??
10151422651655163_25268724	Anahi Coria./.\
10151422651655163_25269331	Lisa Amaro
10151422651655163_25269537	Maria Angela Avila
10151422651655163_25270695	Lalo Luna
10151422651655163_25273937	Camila Monteiro He is... pooping? hasuhsauhsau <3
10151422651655163_25278772	Omg♥
10151422651655163_25281742	lmao....
10151422651655163_25286816	Neena Kay, Magie Pastor
10151422651655163_25287330	hes pooping??
10151422651655163_25292546	omg!!
10151422651655163_25292730	hes pooping?
10151422651655163_25299022	"He's... Pooping?" lol
10151422651655163_25300452	Mena Mousa OMG YESSSS!!! <3 "hes pooping?" lmfao
10151422651655163_25300767	lol "He's ppoping?"
10151422651655163_25301281	Andy Liana Navo
10151422651655163_25304233	:P
10151422651655163_25305723	haha he'ssss ....pooping...?
10151422651655163_25306170	I'm gonna take my babies!
10151422651655163_25306904	He's pooping? Lol
10151422651655163_25309838	hahahaha "he's pooping?"
10151422651655163_25309896	Im going c:
10151422651655163_25312100	Elsy May Lol 
10151422651655163_25312885	hes????? pooping?!?!?!
10151422651655163_25313139	Aqsa Chauhan :)
10151422651655163_25328454	Hahaha!!!! Quack quack!  Philip Ryan
10151422651655163_25344171	Morgan Phillips
10151422651655163_25345789	He's pooping?
10151422651655163_25345957	pooping
10151422651655163_25351842	hes pooping ????
10151422651655163_25358121	Anvy Mozila
10151422651655163_25363604	omg his pooping :poop:
10151422651655163_25366886	Nouman Zain
10151422651655163_25373945	:) quaking
10151422651655163_25387845	He's................................pooping?!?
10151422651655163_25393490	ummmm...hes pooping?
10151422651655163_25412316	his pooping
10151422651655163_25418563	Hakuna matataa
10151422651655163_25420349	He's...pooping?
10151422651655163_25422436	he is poopingg....hahahahahha,....epiccccccc
10151422651655163_25446095	Hess Pooping? lol
10151422651655163_25455414	hes pooping??
10151422651655163_25457744	Austin Guzman omg omg
10151422651655163_25480792	He's pooping? :/
10151422651655163_25482309	hes... pooping ???
10151422651655163_25498453	Hee's pooping...... ah ha ha ha
10151422651655163_25499140	Albert Ojinaga lol
10151422651655163_25499522	He's.... Pooping? Lol
10151422651655163_25503698	"he's pooping?" lol
10151422651655163_25504391	He's Pooping????
10151422651655163_25505261	Angela Angela Cubias
10151422651655163_25508425	He's.... pooping?
10151422651655163_25508573	He's...pooping? Hahahaha
10151422651655163_25511842	Tina L Martin
10151422651655163_25512840	He's pooping .? Lol
10151422651655163_25513976	Omg!!!!!!!! So freaking CUTE!
10151422651655163_25514836	He's. ...pooping? Lol
10151422651655163_25514864	Lauren Hogan.. Popping (;
10151422651655163_25515544	Greg Aguilar
10151422651655163_25515799	Joni Nagy
10151422651655163_25515876	Hes..... pooping
10151422651655163_25516625	Lol ..... HE'S pooping?
10151422651655163_25517052	Hahaha! He's pooping? Hahaha!!
10151422651655163_25517322	Issa Gaytan
10151422651655163_25517333	he pooping XD
10151422651655163_25517977	Darling Diana!!
10151422651655163_25518242	Lmao
10151422651655163_25518489	Lmao. Hes pooping
10151422651655163_25521528	Anthony Gulan
10151422651655163_25521993	He pooping ?
10151422651655163_25522323	Philip
10151422651655163_25523241	Haha he's pooping?
10151422651655163_25525245	Liliya Mironova
10151422651655163_25525785	"He's..pooping?" Haha love it!!
10151422651655163_25526588	He's pooping? 󾌲
10151422651655163_25527539	Okay Renata Garcia
10151422651655163_25527627	lol- o.0 Hes pooping
10151422651655163_25528856	Sabrina Molinar
10151422651655163_25531976	Anya Bota
10151422651655163_25535202	"He's.... Pooping?!"
10151422651655163_25535495	He's pooping! Lol
10151422651655163_25536230	Hes.... Pooping??
10151422651655163_25538130	Karen Tatiana Marin pooping?
10151422651655163_25538848	Omg Kirsty Babington
10151422651655163_25539468	"He's, uh, pooping?" lmao
10151422651655163_25539922	Dan Durling baboy :-)
10151422651655163_25540719	Joon Park
10151422651655163_25544988	pooping?
10151422651655163_25547527	He's pooping?!? Mikayla Kunesh haha
10151422651655163_25548834	Naomi Lagrange:))
10151422651655163_25549694	:P
10151422651655163_25561438	he's pooping? lol
10151422651655163_25563418	Angela Paige I TOO EXCITED FOR THIS!!!! ^_^
10151422651655163_25565410	Zara Sa
10151422651655163_25595957	haha! He's pooping?
10151422651655163_25598112	Sabrina Kayani
10151422651655163_25612056	haha he is? pooping!
10151422651655163_25644851	Lilian Emily
10151408218702592_9742499	Taylor Bryan!!!!
10151408218702592_9742968	omg yesss
10151408218702592_9748363	I saw it!!!!!!
10151408218702592_9776755	I saw it!!!
10151408218702592_9863361	Saw it
10151407826887592_9739919	Kristina Ng LITTLE LOOKIEEEE!!
10151407826887592_9740122	Brooke Monahan
10151405427227592_9724773	Happy bday
10151405427227592_9724790	Happy bday
10151405427227592_9724799	Happy B'day!
10151405427227592_9724801	Happy bday
10151405427227592_9724824	Happy Birthday Megan!
10151405427227592_9724843	Happy B-Day!! Miranda
10151405427227592_9724847	Happy bda
10151405427227592_9724854	Happy bday miranda :3
10151405427227592_9724940	papoy
10151405427227592_9725053	Happy Bday Miranda!
10151405427227592_9725111	Happy b day :p
10151405427227592_9725156	Happy b-day
10151405427227592_9725159	Happy bday
10151405427227592_9725220	Happy bday
10151405427227592_9725327	yukgmg
10151405427227592_9725605	happy bday
10151405427227592_9725884	Happy B Day
10151405427227592_9725950	Happy Bday Miranda
10151405427227592_9726173	happy bday
10151405427227592_9726313	Happy Bday!!!!
10151405427227592_9726365	Happy b day.
10151405427227592_9726653	Anish Pandya
10151405427227592_9726654	happy bday!!! (^^^)
10151405427227592_9726684	Happy bday!!!!
10151405427227592_9726726	Happy b day
10151405427227592_9727094	Happy bdayy
10151405427227592_9729288	happy bday
10151405427227592_9730482	Happy bday
10151405427227592_9730991	happy b-day
10151405427227592_9743319	Legal
10151405427227592_10023395	Happy b day
10151404381412592_9719220	Alea Aubain
10151404381412592_9719249	Angela Wang
10151404381412592_9719273	Omg
10151404381412592_9719360	Martin papow?
10151404381412592_9719371	I'm gonna say five
10151404381412592_9719435	I'm gonna say..... 2 no.... 5... Yeah 5
10151404381412592_9719438	Lisa!!!!!!!!
10151404381412592_9719458	PUPPOY
10151404381412592_9719493	ALOT
10151404381412592_9719523	awwwwwww de thuong wa anh Kanra Mori
10151404381412592_9719550	#yoloswag2013
10151404381412592_9719640	1 minions hahaha million haha get it
10151404381412592_9719672	Omg !
10151404381412592_9719681	OBLIGA'o Lisa Simpson! @Bianca
10151404381412592_9719726	I'd say 3,0000
10151404381412592_9719832	Monika Piwowar Luis Hasa
10151404381412592_9719920	many
10151404381412592_9721191	Mag ipon ka Alyanna para sure ball na available ka nian pag niyaya kita. Lol
10151404381412592_9721203	ma Rowena Quirong Pelimer and Pa Paul Pelimer tan aw niya ta ani ha? ^^ haha
10151404381412592_9721775	waiting :)
10151404381412592_9722189	Awaiting
10151404381412592_9722190	Immanuel Mohan
10151404381412592_9722570	wa, ang cute at ang dami napanood ko na yan
10151404381412592_9722990	Waiting <3 <3
10151404381412592_9723202	ALOT!!!!!!
10151404381412592_9723208	many
10151404381412592_9723262	Pakistan
10151404381412592_9723689	banana
10151404381412592_9724078	waiting...!!
10151404381412592_9724108	MINION INVASION!!!
10151404381412592_9724313	ang daming minions
10151404381412592_9724314	Waiting.......!!!!!!!!!!!!!!!!!!1
10151404381412592_9724348	waiting fr so long....
10151404381412592_9726177	2many
10151404381412592_9727427	omg :D
10151404381412592_9728992	i am waiting .................!
10151404381412592_9735288	Many
10151404381412592_9735687	Papppoyyyy!!
10151404381412592_9735924	Emmanuel Anaim
10151404381412592_9736316	Umm.....I'm Gonna Say.......Alot
10151404381412592_9738770	Angie Juliano
10151404381412592_9739333	Angela
10151404381412592_9741773	I'd say about 8500
10151404381412592_9743085	Lucy Anahi Rodriguez
10151404381412592_9744313	mga minions
10151404381412592_9745141	papoy :)
10151404381412592_9745204	Omg...
10151404381412592_9748920	Magie Pastor, Neena Kay, Vannida Kay
10151404381412592_9749350	Paul Boyenga we're going!
10151404381412592_9750276	Anaysa Laborde :)
10151404381412592_9751209	Eng Xiong
10151404381412592_9751569	ALOUT!!!!
10151404381412592_9761736	24! wait no 25!!! :D
10151404381412592_9763127	Josi Ann
10151404381412592_9768538	A minion!! Hahaha
10151404381412592_9769100	2 many
10151404381412592_9769524	Gabby Mata
10151404381412592_9770385	I say 17000
10151404381412592_9776494	:P
10151404381412592_9800126	mutan aw jud ko ani sa sinehan!
10151414564815163_25129316	Angela Wang
10151414564815163_25129352	AWWWWWWWWWW
10151414564815163_25129368	omg lmao
10151414564815163_25129403	ADORABLE
10151414564815163_25129432	Kiana Bissoon
10151414564815163_25129484	ang cute talga ni agnes /tama ba ang name ^__^
10151414564815163_25129492	Katarina Calilung
10151414564815163_25129573	Awwww Ahsan Bham
10151414564815163_25129653	Shiyun Yang
10151414564815163_25129664	AWWWWW
10151414564815163_25129708	pip pip pip
10151414564815163_25129738	Brooke Monahan
10151414564815163_25129794	Aw
10151414564815163_25129986	Natalie Tamayo
10151414564815163_25130033	awwwwwwwwwww     Agnes
10151414564815163_25130081	Alina Agha
10151414564815163_25130294	haha it looks hilarious
10151414564815163_25130504	Mistina Dawn<3
10151414564815163_25130547	Đan Kibb Kim Cuong Tang
10151414564815163_25130767	Micah Lang David Lang Isaac Lang
10151414564815163_25130781	Juan Carlos awwww lmao
10151414564815163_25131216	Jonathan Shanahan
10151414564815163_25131339	Angelina Goodwin
10151414564815163_25131944	at
10151414564815163_25131956	aww ♥
10151414564815163_25132750	Agnes Jia-Jing Truong !!!!!!!!!!!!!!
10151414564815163_25132987	Antoine J. Naaman
10151414564815163_25133801	Pilar Galnares-Fiebing
10151414564815163_25135262	May Lin
10151414564815163_25135722	omggg yes
10151414564815163_25135735	omg Vicki Cheng loooook <3
10151414564815163_25135825	Dang Effing Tran
10151414564815163_25136114	wow ang gan da
10151414564815163_25136560	Hang Pham
10151414564815163_25136822	Pi pi pi woooooo~ SO CUTE
10151414564815163_25136962	Jordan Brooks Kanoe Lontayao Kyla English Karina Solovieva CAN'T WAIT TO SEE THISS!!!!!
10151414564815163_25137026	PI Pi pi .....
10151414564815163_25137036	AgÑëS.....<3
10151414564815163_25137058	AAAAAAAAAAAAAAAAAAAAA omg JULY PLZ COME QUICK >"<
10151414564815163_25137376	Lmao
10151414564815163_25137787	<3 it!!
10151414564815163_25138196	AAAAAKKKKK! lucu banget maygat
10151414564815163_25138230	Sayuri
10151414564815163_25138693	Pip pip pip XD Ang kyuuuut
10151414564815163_25139059	Ann Mangroe happy mama's day Deeksha Ganga
10151414564815163_25139525	@may honi
10151414564815163_25139570	Angélica Pangat Thom de Bruin
10151414564815163_25141217	Bryan Gallegos
10151414564815163_25141304	Nattanicha Charttongkam
10151414564815163_25143041	Jane Kang haha happy mother's day lol
10151414564815163_25144363	June Pimpo bahahahaha!!!! :D
10151414564815163_25150176	:) nyc
10151414564815163_25150601	ang cute
10151414564815163_25197450	Poonam Manaktala :P
10151414564815163_25200360	ik i saw it too! Lien-Chi Huynh
10151414564815163_25200398	Brittney Truong ik i was showing you again
10151414564815163_25236696	Alyanna Uy hehe
10151414564815163_25242786	Daisy YES!!
10151414564815163_25258981	lag ka sssssss
10151414564815163_25269183	Sarah Xiong , Sophia Vang , && Lenaa Xionnq
10151414564815163_25415206	cute nang bata\
10151414564815163_25550296	Shanna Higgins
10151414564815163_25665574	AHHH AGNES
10151399483992592_9689502	May planong kang lumusob!
10151399483992592_9689531	Lmao!
10151399483992592_9690466	lola niyang katabi niya
10151398090192592_9679642	Lmao!
10151398090192592_9685602	hahahahaha natae kita pwet   (^^^)  :putnam:
10151398090192592_9685679	tulad nito? :putnam: :poop:
10151398090192592_9685969	:) :) :P
10151398090192592_9687214	i m waiting...
10151396923342592_9670399	aww poop!!!
10151396923342592_9670517	Not ba-na-na...
10151396923342592_9670654	Banana!
10151396923342592_9671116	Papoy???!
10151396923342592_9671388	aaaarrhhh...not again!
10151396923342592_9671402	pang!!
10151396923342592_9671466	It's my ba-na-na, suckaaaaaa!
10151396923342592_9671492	Look, a big ball of glowing gas!
10151396923342592_9671712	Not Again............
10151396923342592_9671924	wahaha papoy papoy~
10151396923342592_9671992	Haha Potato
10151396923342592_9673440	Staapish
10151396923342592_9674318	Haha, Now you pa-poy star too!
10151396923342592_9674508	Ahhh Papoy! Haha 
10151396923342592_9675374	Hahaha       It not funny
10151396923342592_9675389	Not again...
10151395822147592_9662166	pack man
10151395822147592_9662495	pac man
10151395822147592_9992266	minion man
10151394152947592_9647394	ALWAYS
10151394152947592_9647787	no
10151394152947592_9652407	ha ha pinky promise
10151394152947592_9658298	no
10151394152947592_9667915	Bellah says sorry no pinkie
10151392572057592_25950724	I saw it in arizona
10151392572057592_25950742	No!!! I'm waiting :)
10151392572057592_25951230	Saw it in Dalton ga!!
10151392572057592_25951411	I saw it on TV
10151392572057592_25951556	Lol Samantha Quintana lolililil
10151392572057592_25952141	Nephews saw it in KY along I-65
10151392572057592_25955824	banananananananananna\
10151392572057592_26118566	saw it in Delaware
10151404405045163_25053095	Sal
10151404405045163_25053125	Lmao
10151404405045163_25053269	Angela Armstrong
10151404405045163_25053628	Angela Wang
10151404405045163_25053661	I want to see , papoy wath papoyNo no no no no , papoy para tu
10151404405045163_25053684	Adriana Salas <3
10151404405045163_25054104	Tony Mahon
10151404405045163_25054193	Nanana Karen F Gonza
10151404405045163_25054326	Megan Timmons look!!!!!!!
10151404405045163_25054765	I saw it!!
10151404405045163_25055730	Ssong Han
10151404405045163_25056567	Alyssa Wang
10151404405045163_25057354	Alyssa Kuhl
10151404405045163_25057672	Amira Dhanoa Anissa Dadkhah
10151404405045163_25057696	i(y)it
10151404405045163_25057845	Anubhav Ganguly :)
10151404405045163_25058829	AHHHHH cannot wait Kylie Zhang Ryan Fung lalalala
10151404405045163_25059856	Iana Tan ianaianaianaianaianaianaianaianaianaaaa <3
10151404405045163_25060300	Lmao
10151404405045163_25060309	antagal ng july 3..hahahaha
10151404405045163_25060335	Tinoninonino!!!!!
10151404405045163_25061939	kailangan mapanood ko yan
10151404405045163_25062946	HAHAHa ^ same.
10151404405045163_25068618	nood tayo nito Argee :))
10151404405045163_25071287	Dinise... eto pantanggal ng stress...
10151404405045163_25075850	Susana Cardona
10151404405045163_25103882	Ba..! ba ! ba! ba nana
10151404405045163_25141302	Nattanicha Charttongkam
10151389928987592_9595160	Autumn Mahoney
10151389928987592_9595209	Ngan Huynh haha it;s ur minion lol
10151389928987592_9595216	Swag
10151389928987592_9595242	Omg I love it haha
10151389928987592_9595345	gay minion
10151389928987592_9595354	Sara Pulgrano 
10151389928987592_9595421	Omg! Lol
10151389928987592_9595435	hahahahaha,,,, ba.ba..ba..babanana.. potatoo.... thats epic if sing babana song with this style lol XD
10151389928987592_9595641	Angela Ignacio Zambales :D
10151389928987592_9595668	An purple Don King...
10151389928987592_9595940	Angelina Goodwin o.O
10151389928987592_9596466	got away po ba to
10151389928987592_9596514	Cromagman minion?
10151389928987592_9596539	d'aww Ambika Agrawal
10151389928987592_9597002	Giancarlo Maglanque hahahahahahahahaha ang cute!
10151389928987592_9597108	Anna Anna Fallon
10151389928987592_9599282	Alan Cabral aw :3
10151389928987592_9601108	omg. lady gaga
10151389928987592_9601656	Help anyone??
10151389928987592_9602596	Emily.....omg...XD
10151389928987592_9604436	Papoii!! ^^
10151389928987592_9608318	LOL Aline Maya Rhayssa
10151389928987592_9608852	Nat Pineda
10151389928987592_9609334	ahh  ang cute naman nyan kamuka ni ate angela
10151389928987592_9609573	Kathy
10151389928987592_9610726	May Hitsuo xD
10151389928987592_9610853	Sharon Kang hahahha look purple minion!!!
10151389928987592_9613196	Reagan Gray Becka Vallot
10151389928987592_9616777	Alina Quintana
10151389928987592_9617023	Erin Flanagan  oh.my.god!
10151389928987592_9619982	Wahahhaha... Ang cute... Pano kaya sila magsalita
10151389928987592_9624562	mao ni bag.o?
10151389928987592_9635352	Susana Zamarron!
10151389530077592_9591767	I wannnnnnnna play!!!!!!!
10151389530077592_9591777	not working :(
10151389530077592_9592652	I m going to seeing it
10151389530077592_9592748	No bopping Minions...
10151388204067592_9574398	blimp
10151388204067592_9574783	I saw it in Miami.
10151388204067592_9601663	Help anyone???? http://igg.me/at/NewCar/x/2606189
10151387585027592_9570192	thru... Barabi - barabi no Big Boss
10151387585027592_9570263	Mandalynn XD
10151378728487592_9495538	Lmao
10151378728487592_9495694	Alyssa... BEST MOVIE EVER!!
10151378728487592_9495722	Marisa Leigh
10151378728487592_9495999	...p*
10151378728487592_9496339	Zainab Ali :P
10151378728487592_9497576	Sara Gillingham
10151377560987592_9485426	I saw
10151377560987592_9485561	Enas Awartani  Eyass N. Awartani
10151377560987592_9486206	I seen it not to long ago
10151377560987592_9486634	Alyssa Ann
10151377560987592_9487706	Ralon Donahue
10151377560987592_9488165	waiting..... :D
10151377560987592_9542214	Hanep ha galing
10151377560987592_10024673	I saw it =D
10151377246532592_9482889	AHHHHHHHHHHHHHHH
10151377246532592_9660269	papoy
10151374761677592_9467486	Saw it in Orlando! =]
10151374761677592_9483808	banana
10151374761677592_9484527	Adrian Luna:D
10151374761677592_9485012	Just saw it
10151374761677592_9485840	I saw it too!
10151374761677592_9485981	I saw it!!!!
10151374761677592_9486637	Saw it in miramar
10151374761677592_9486640	I saw it
10151374761677592_9487696	Seen it In Opelika, Alabama
10151374761677592_9487775	Pa pueyyy
10151374761677592_9550801	I saw it!! Hehehe
10151373221772592_9452801	papoi
10151373221772592_9452814	Hahaha...luv u minion party!
10151373221772592_9452828	papoi :D
10151373221772592_9452982	Pa Pa Pa Papoey :D
10151373221772592_9453009	Lesly Luna?
10151373221772592_9453379	Lawd
10151373221772592_9454369	LaLaina StThomas
10151373221772592_9454382	Jayoung KangMinions!
10151373221772592_9455263	I want 1 4 my big sis <3♡♥^_^
10151373221772592_9455345	banana?
10151373221772592_9459289	Papoy?
10151373221772592_9459669	papOoi!
10151373221772592_9459751	Banana,Banana
10151373221772592_9459931	paboo
10151373221772592_9460889	yay minions
10151373221772592_9462124	IDOL naq nga salida !
10151373221772592_9464618	A  palm bay thing.
10151373221772592_9465612	Llosa go hi koi
10151373221772592_9468311	omg hahaha!! Round 2
10151373221772592_9469053	Hay q bonitos
10151373221772592_9477262	Aaron Gaytan
10151373221772592_9505699	Anak Ni Dae Joy
10151368188367592_9412207	Papoy. :> <3
10151368188367592_9412218	Papoy. :> <3
10151368188367592_9412274	Paratu: Papoy! hahaha love it! ;)
10151368188367592_9412336	Ba Na NA!
10151368188367592_9412373	PUNCH
10151368188367592_9412401	Babana :D <3 2 litl pafoy :)
10151368188367592_9414054	Parang bading ka kayo manga like ay bobo
10151368188367592_9414473	:) :P
10151368188367592_9420116	Omg
10151368188367592_9425686	papapuy
10151368188367592_9454610	Bukas tayo mag-crackdown!
10151358900552592_9347846	Aysa Hernandez
10151358900552592_9452976	I saw it in Orlando on Saturday and Sunday!
10151357593987592_9342493	Baba Út
10151357593987592_9353143	kailan ang show ng despicable me 2
10151354936607592_9313120	Sabrina Zearott - ring a bell ? Hahahaha
10151349338522592_9279736	Talking to my girls!
10151349338522592_9280043	ALWAYS saying 'I got it. I got it.' And ' lightbulb'
